player_name,realm_slug,slot_type,slot_name,item_id,item_name,icon_url,quality,item_level,inventory_type,item_subclass,binding,transmog_name,enchantments_json,sockets_json,stats_json,spells_json,raw_details_json
Hobbyalkis,twisting-nether,FINGER_1,Ring 1,251217,Occlusion of Void,https://render.worldofwarcraft.com/eu/icons/56/inv_12_trinket_devouring_host_currency1_bronze.jpg,Epic,276,Finger,Miscellaneous,Binds when picked up,,"[{""display_string"":""Enchanted: Enchant Ring - Eyes of the Eagle |A:Professions-ChatIcon-Quality-12-Tier2:20:20|a"",""source_item_name"":"""",""enchantment_id"":7967}]","[{""socket_type"":""Prismatic Socket"",""item_id"":240983,""item_name"":""Indecipherable Eversong Diamond"",""display_string"":""+32 Primary Stat""}]","[{""type"":""Stamina"",""value"":848,""display"":""+848 Stamina"",""is_negated"":false},{""type"":""Critical Strike"",""value"":191,""display"":""+191 Critical Strike"",""is_negated"":false},{""type"":""Haste"",""value"":82,""display"":""+82 Haste"",""is_negated"":false}]",,"{""name_description"":{""display_string"":""Mythic+"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{},""limit_category"":""""}"
Hobbyalkis,twisting-nether,FINGER_2,Ring 2,251093,Omission of Light,https://render.worldofwarcraft.com/eu/icons/56/inv_12_trinket_devouring_host_currency1_silver.jpg,Epic,276,Finger,Miscellaneous,Binds when picked up,,"[{""display_string"":""Enchanted: Enchant Ring - Eyes of the Eagle |A:Professions-ChatIcon-Quality-12-Tier2:20:20|a"",""source_item_name"":"""",""enchantment_id"":7967}]","[{""socket_type"":""Prismatic Socket"",""item_id"":240900,""item_name"":""Flawless Quick Amethyst"",""display_string"":""+16 Mastery & +7 Haste""}]","[{""type"":""Stamina"",""value"":848,""display"":""+848 Stamina"",""is_negated"":false},{""type"":""Haste"",""value"":160,""display"":""+160 Haste"",""is_negated"":false},{""type"":""Mastery"",""value"":113,""display"":""+113 Mastery"",""is_negated"":false}]",,"{""name_description"":{""display_string"":""Mythic+"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{},""limit_category"":""""}"
Hobbyalkis,twisting-nether,TRINKET_1,Trinket 1,249344,Light Company Guidon,https://render.worldofwarcraft.com/eu/icons/56/inv_12_trinket_raid_voidspire_physdps1_armyoflightbanner.jpg,Epic,276,Trinket,Miscellaneous,Binds when picked up,,,,"[{""type"":""Agility"",""value"":104,""display"":""+104 Agility"",""is_negated"":false},{""type"":""Strength"",""value"":104,""display"":""+104 Strength"",""is_negated"":true}]","[{""spell_id"":1251817,""spell_name"":""Light Company Guidon"",""description"":""Equip: You are a volunteer of the Vanguard of the Light.\r\n\r\n""},{""spell_id"":1259633,""spell_name"":""Charge!"",""description"":""Use: Lead the charge to gain 633 Haste for 15 sec. All Vanguard of the Light volunteers within 40 yards also gain 158 Speed for 6 sec. (1 Min 30 Sec Cooldown)""}]","{""name_description"":{""display_string"":""Heroic"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{},""limit_category"":""""}"
Hobbyalkis,twisting-nether,TRINKET_2,Trinket 2,249343,Gaze of the Alnseer,https://render.worldofwarcraft.com/eu/icons/56/inv_12_trinket_raid_dreamrift_gazeofthealnseer.jpg,Epic,285,Trinket,Miscellaneous,Binds when picked up,,,,"[{""type"":""Mastery"",""value"":115,""display"":""+115 Mastery"",""is_negated"":false}]","[{""spell_id"":1256896,""spell_name"":""Gaze of the Alnseer"",""description"":""Equip: Your damage and healing has a chance to grant you Alnsight for 12 sec. While active, casting spells and abilities manifests unstable Alnscorned and consumes their essence to grant you 32 Agility for 12 sec. Multiple applications may overlap.""}]","{""name_description"":{""display_string"":""Mythic"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{},""limit_category"":""""}"
Hobbyalkis,twisting-nether,BACK,Back,249370,Draconic Nullcape,https://render.worldofwarcraft.com/eu/icons/56/inv_cape_plate_raidpaladinmidnight_d_01.jpg,Epic,276,Back,Cloth,Binds when picked up,Sargerei Commander's Lightbound Shroud,,,"[{""type"":""Agility"",""value"":62,""display"":""+62 Agility"",""is_negated"":false},{""type"":""Strength"",""value"":62,""display"":""+62 Strength"",""is_negated"":true},{""type"":""Intellect"",""value"":62,""display"":""+62 Intellect"",""is_negated"":true},{""type"":""Stamina"",""value"":848,""display"":""+848 Stamina"",""is_negated"":false},{""type"":""Haste"",""value"":58,""display"":""+58 Haste"",""is_negated"":false},{""type"":""Mastery"",""value"":28,""display"":""+28 Mastery"",""is_negated"":false}]",,"{""name_description"":{""display_string"":""Heroic"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{},""limit_category"":""""}"
Hobbyalkis,twisting-nether,MAIN_HAND,Main Hand,249925,Hungering Victory,https://render.worldofwarcraft.com/eu/icons/56/inv_knife_1h_raidmidnight_d_02.jpg,Epic,289,One-Hand,Dagger,Binds when picked up,The Dreadblades,"[{""display_string"":""Enchanted: Enchant Weapon - Acuity of the Ren'dorei |A:Professions-ChatIcon-Quality-12-Tier2:20:20|a"",""source_item_name"":"""",""enchantment_id"":8039},{""display_string"":""Thalassian Phoenix Oil |A:Professions-ChatIcon-Quality-12-Tier1:20:20|a"",""source_item_name"":""Thalassian Phoenix Oil"",""enchantment_id"":8051}]",,"[{""type"":""Agility"",""value"":62,""display"":""+62 Agility"",""is_negated"":false},{""type"":""Stamina"",""value"":884,""display"":""+884 Stamina"",""is_negated"":false},{""type"":""Versatility"",""value"":25,""display"":""+25 Versatility"",""is_negated"":false},{""type"":""Mastery"",""value"":57,""display"":""+57 Mastery"",""is_negated"":false}]",,"{""name_description"":{""display_string"":""Mythic"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{""value"":80,""display_string"":""Durability 80 / 80""},""limit_category"":""""}"
Hobbyalkis,twisting-nether,OFF_HAND,Off Hand,237837,Farstrider's Mercy,https://render.worldofwarcraft.com/eu/icons/56/inv_knife_1h_questbloodelf_b_02.jpg,Epic,285,One-Hand,Dagger,Binds when picked up,The Dreadblades,"[{""display_string"":""Enchanted: Enchant Weapon - Arcane Mastery |A:Professions-ChatIcon-Quality-12-Tier2:20:20|a"",""source_item_name"":"""",""enchantment_id"":8041},{""display_string"":""Thalassian Phoenix Oil |A:Professions-ChatIcon-Quality-12-Tier1:20:20|a"",""source_item_name"":""Thalassian Phoenix Oil"",""enchantment_id"":8051}]",,"[{""type"":""Agility"",""value"":60,""display"":""+60 Agility"",""is_negated"":false},{""type"":""Stamina"",""value"":842,""display"":""+842 Stamina"",""is_negated"":false},{""type"":""Haste"",""value"":40,""display"":""+40 Haste"",""is_negated"":false},{""type"":""Mastery"",""value"":40,""display"":""+40 Mastery"",""is_negated"":false}]","[{""spell_id"":1245054,""spell_name"":""Hunt"",""description"":""Equip: Your spells and abilities have the chance to grant 85 secondary stats for 15 sec based on the target creature's type.""}]","{""name_description"":{""display_string"":""Radiance Crafted"",""color"":{""r"":25,""g"":255,""b"":25,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{""value"":80,""display_string"":""Durability 80 / 80""},""limit_category"":""Unique-Equipped: Embellished (2)""}"
Hobbyalkis,twisting-nether,TABARD,Tabard,5976,Guild Tabard,https://render.worldofwarcraft.com/eu/icons/56/inv_shirt_guildtabard_01.jpg,Uncommon,1,Tabard,Miscellaneous,Binds when picked up,Hidden Tabard,,,,,"{""name_description"":{},""requirements"":{},""durability"":{},""limit_category"":""""}"
Lenus,twisting-nether,HEAD,Head,250033,Devouring Reaver's Intake,https://render.worldofwarcraft.com/eu/icons/56/inv_helm_leather_raiddemonhuntermidnight_d_01.jpg,Epic,289,Head,Leather,Binds when picked up,Fearless Faerie's Guise,,,"[{""type"":""Agility"",""value"":124,""display"":""+124 Agility"",""is_negated"":false},{""type"":""Intellect"",""value"":124,""display"":""+124 Intellect"",""is_negated"":true},{""type"":""Stamina"",""value"":1768,""display"":""+1,768 Stamina"",""is_negated"":false},{""type"":""Haste"",""value"":113,""display"":""+113 Haste"",""is_negated"":false},{""type"":""Mastery"",""value"":52,""display"":""+52 Mastery"",""is_negated"":false}]",,"{""name_description"":{""display_string"":""Mythic"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""},""playable_classes"":{""links"":[{""key"":{""href"":""https://eu.api.blizzard.com/data/wow/playable-class/12?namespace=static-12.0.5_66741-eu""},""name"":""Demon Hunter"",""id"":12}],""display_string"":""Classes: Demon Hunter""}},""durability"":{""value"":78,""display_string"":""Durability 78 / 100""},""limit_category"":""""}"
Lenus,twisting-nether,NECK,Neck,249337,Ribbon of Coiled Malice,https://render.worldofwarcraft.com/eu/icons/56/inv_12_jewelry_devouringhost_necklace_bronze.jpg,Epic,276,Neck,Miscellaneous,Binds when picked up,,,"[{""socket_type"":""Prismatic Socket"",""item_id"":240982,""item_name"":""Indecipherable Eversong Diamond"",""display_string"":""+26 Primary Stat""}]","[{""type"":""Stamina"",""value"":848,""display"":""+848 Stamina"",""is_negated"":false},{""type"":""Critical Strike"",""value"":203,""display"":""+203 Critical Strike"",""is_negated"":false},{""type"":""Haste"",""value"":70,""display"":""+70 Haste"",""is_negated"":false}]",,"{""name_description"":{""display_string"":""Heroic"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{},""limit_category"":""""}"
Lenus,twisting-nether,SHOULDER,Shoulders,249642,Osseoclad Razorspaulders,https://render.worldofwarcraft.com/eu/icons/56/inv_shoulder_leather_dungeonharronir_c_01.jpg,Epic,263,Shoulder,Leather,Binds when picked up,Fearless Faerie's Shoulderpads,,,"[{""type"":""Agility"",""value"":73,""display"":""+73 Agility"",""is_negated"":false},{""type"":""Intellect"",""value"":73,""display"":""+73 Intellect"",""is_negated"":true},{""type"":""Stamina"",""value"":961,""display"":""+961 Stamina"",""is_negated"":false},{""type"":""Critical Strike"",""value"":40,""display"":""+40 Critical Strike"",""is_negated"":false},{""type"":""Haste"",""value"":68,""display"":""+68 Haste"",""is_negated"":false}]",,"{""name_description"":{},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{""value"":76,""display_string"":""Durability 76 / 100""},""limit_category"":""""}"
Lenus,twisting-nether,SHIRT,Shirt,41248,Red Lumberjack Shirt,https://render.worldofwarcraft.com/eu/icons/56/inv_shirt_red_01.jpg,Uncommon,1,Shirt,Miscellaneous,Binds when equipped,Hidden Shirt,,,,,"{""name_description"":{},""requirements"":{},""durability"":{},""limit_category"":""""}"
Lenus,twisting-nether,CHEST,Chest,250036,Devouring Reaver's Engine,https://render.worldofwarcraft.com/eu/icons/56/inv_chest_leather_raiddemonhuntermidnight_d_01.jpg,Epic,276,Chest,Leather,Binds when picked up,Torment Ender's Chestguard,"[{""display_string"":""Enchanted: Enchant Chest - Mark of the Worldsoul |A:Professions-ChatIcon-Quality-12-Tier2:20:20|a"",""source_item_name"":"""",""enchantment_id"":7987}]",,"[{""type"":""Agility"",""value"":110,""display"":""+110 Agility"",""is_negated"":false},{""type"":""Intellect"",""value"":110,""display"":""+110 Intellect"",""is_negated"":true},{""type"":""Stamina"",""value"":1507,""display"":""+1,507 Stamina"",""is_negated"":false},{""type"":""Critical Strike"",""value"":51,""display"":""+51 Critical Strike"",""is_negated"":false},{""type"":""Mastery"",""value"":103,""display"":""+103 Mastery"",""is_negated"":false}]",,"{""name_description"":{},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""},""playable_classes"":{""links"":[{""key"":{""href"":""https://eu.api.blizzard.com/data/wow/playable-class/12?namespace=static-12.0.5_66741-eu""},""name"":""Demon Hunter"",""id"":12}],""display_string"":""Classes: Demon Hunter""}},""durability"":{""value"":122,""display_string"":""Durability 122 / 165""},""limit_category"":""""}"
Lenus,twisting-nether,WAIST,Waist,249374,Scorn-Scarred Shul'ka's Belt,https://render.worldofwarcraft.com/eu/icons/56/inv_belt_leather_raidmonkmidnight_d_01.jpg,Epic,276,Waist,Leather,Binds when picked up,Belt of Misconceived Loyalty,,,"[{""type"":""Agility"",""value"":82,""display"":""+82 Agility"",""is_negated"":false},{""type"":""Intellect"",""value"":82,""display"":""+82 Intellect"",""is_negated"":true},{""type"":""Stamina"",""value"":1130,""display"":""+1,130 Stamina"",""is_negated"":false},{""type"":""Critical Strike"",""value"":35,""display"":""+35 Critical Strike"",""is_negated"":false},{""type"":""Haste"",""value"":80,""display"":""+80 Haste"",""is_negated"":false}]",,"{""name_description"":{""display_string"":""Mythic"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{""value"":45,""display_string"":""Durability 45 / 55""},""limit_category"":""""}"
Lenus,twisting-nether,LEGS,Legs,250032,Devouring Reaver's Pistons,https://render.worldofwarcraft.com/eu/icons/56/inv_pant_leather_raiddemonhuntermidnight_d_01.jpg,Epic,276,Legs,Leather,Binds when picked up,Fearless Faerie's Trousers,"[{""display_string"":""Enchanted: +41 Agility/Strength & +115 Stamina |A:Professions-ChatIcon-Quality-12-Tier2:20:20|a"",""source_item_name"":""Forest Hunter's Armor Kit"",""enchantment_id"":8159}]",,"[{""type"":""Agility"",""value"":110,""display"":""+110 Agility"",""is_negated"":false},{""type"":""Intellect"",""value"":110,""display"":""+110 Intellect"",""is_negated"":true},{""type"":""Stamina"",""value"":1507,""display"":""+1,507 Stamina"",""is_negated"":false},{""type"":""Haste"",""value"":104,""display"":""+104 Haste"",""is_negated"":false},{""type"":""Versatility"",""value"":50,""display"":""+50 Versatility"",""is_negated"":false}]",,"{""name_description"":{""display_string"":""Heroic"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""},""playable_classes"":{""links"":[{""key"":{""href"":""https://eu.api.blizzard.com/data/wow/playable-class/12?namespace=static-12.0.5_66741-eu""},""name"":""Demon Hunter"",""id"":12}],""display_string"":""Classes: Demon Hunter""}},""durability"":{""value"":84,""display_string"":""Durability 84 / 120""},""limit_category"":""""}"
Lenus,twisting-nether,FEET,Feet,249334,Void-Claimed Shinkickers,https://render.worldofwarcraft.com/eu/icons/56/inv_boot_leather_raiddemonhuntermidnight_d_01.jpg,Epic,276,Feet,Leather,Binds when picked up,Stained Maggot Squishers,"[{""display_string"":""Enchanted: Enchant Boots - Lynx's Dexterity |A:Professions-ChatIcon-Quality-12-Tier2:20:20|a"",""source_item_name"":"""",""enchantment_id"":7963}]",,"[{""type"":""Agility"",""value"":82,""display"":""+82 Agility"",""is_negated"":false},{""type"":""Intellect"",""value"":82,""display"":""+82 Intellect"",""is_negated"":true},{""type"":""Stamina"",""value"":1130,""display"":""+1,130 Stamina"",""is_negated"":false},{""type"":""Haste"",""value"":39,""display"":""+39 Haste"",""is_negated"":false},{""type"":""Versatility"",""value"":76,""display"":""+76 Versatility"",""is_negated"":false}]",,"{""name_description"":{""display_string"":""Mythic"",""color"":{""r"":0,""g"":255,""b"":0,""a"":1.0}},""requirements"":{""level"":{""value"":90,""display_string"":""Requires Level 90""}},""durability"":{""value"":63,""display_string"":""Durability 63 / 80""},""limit_category"":""""}"
