player_name,realm_slug,region,season,dungeon,best_short_name,highest_key_level,highest_timed_level,total_runs,timed_runs,untimed_runs,latest_completed_at,best_key_level,best_score,best_timed,best_clear_time_ms,best_par_time_ms,best_completed_at,best_run_url
Megachomber,ravencrest,eu,current,Maisara Caverns,MC,16,16,1,1,0,2026-04-18T17:19:16.000Z,16,428.8,true,1779471,1980999,2026-04-18T17:19:16.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14479227-16-maisara-caverns
Graviity,twisting-nether,eu,current,Skyreach,SR,12,12,2,2,0,2026-04-18T15:28:24.000Z,12,369.3,true,1488242,1680999,2026-04-18T15:28:24.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14351792-12-skyreach
Midnight,silvermoon,eu,current,Magisters' Terrace,MT,12,12,1,1,0,2026-04-14T21:19:28.000Z,12,375.1,true,1491541,2040999,2026-04-14T21:19:28.000Z,https://raider.io/mythic-plus-runs/season-mn-1/12592382-12-magisters-terrace
Jointsuckerr,twisting-nether,eu,current,Nexus-Point Xenas,NPX,16,16,2,2,0,2026-04-19T02:34:09.000Z,16,428.7,true,1623971,1800999,2026-04-19T02:34:09.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14577411-16-nexuspoint-xenas
Jayjar,silvermoon,eu,current,Windrunner Spire,WS,8,8,1,1,0,2026-03-25T23:01:28.000Z,8,287.4,true,1325847,1980999,2026-03-25T23:01:28.000Z,https://raider.io/mythic-plus-runs/season-mn-1/748509-8-windrunner-spire
Mechka,twisting-nether,eu,current,Magisters' Terrace,MT,10,10,2,2,0,2026-04-19T00:31:52.000Z,10,335.0,true,1218495,2040999,2026-04-19T00:31:52.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14544056-10-magisters-terrace
Selthiel,ravencrest,eu,current,Windrunner Spire,WS,16,16,2,2,0,2026-04-19T11:58:09.000Z,16,425.8,true,1940183,1980999,2026-04-19T11:58:09.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14944353-16-windrunner-spire
Lasermemes,twisting-nether,eu,current,Pit of Saron,POS,10,10,2,2,0,2026-04-09T19:13:56.000Z,10,333.3,true,1162104,1800999,2026-04-01T21:05:52.000Z,https://raider.io/mythic-plus-runs/season-mn-1/5573585-10-pit-of-saron
Jumzo,sylvanas,eu,current,Maisara Caverns,MC,13,13,1,1,0,2026-04-14T21:54:03.000Z,13,385.5,true,1688667,1980999,2026-04-14T21:54:03.000Z,https://raider.io/mythic-plus-runs/season-mn-1/12592369-13-maisara-caverns
Mleko,twisting-nether,eu,current,Magisters' Terrace,MT,10,10,1,1,0,2026-04-10T09:40:50.000Z,10,329.2,true,1539429,2040999,2026-04-10T09:40:50.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10006785-10-magisters-terrace
Yevie,twisting-nether,eu,current,Skyreach,SR,11,11,3,3,0,2026-04-11T16:57:33.000Z,11,345.4,true,1215384,1680999,2026-04-11T16:57:33.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10702752-11-skyreach
Jumzo,sylvanas,eu,current,Windrunner Spire,WS,13,13,3,3,0,2026-04-19T16:41:30.000Z,13,387.2,true,1599823,1980999,2026-04-11T11:50:21.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10599686-13-windrunner-spire
Gigasaga,twisting-nether,eu,current,Pit of Saron,POS,12,10,3,1,2,2026-04-07T20:10:06.000Z,10,328.2,true,1407982,1800999,2026-04-07T20:10:06.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8674652-10-pit-of-saron
Everrin,twisting-nether,eu,current,Algeth'ar Academy,AA,12,12,1,1,0,2026-04-11T12:50:35.000Z,12,371.0,true,1511069,1800999,2026-04-11T12:50:35.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10996351-12-algethar-academy
Yeroshj,twisting-nether,eu,current,Windrunner Spire,WS,15,15,1,1,0,2026-04-08T22:44:35.000Z,15,410.9,true,1934897,1980999,2026-04-08T22:44:35.000Z,https://raider.io/mythic-plus-runs/season-mn-1/9318156-15-windrunner-spire
Hawktwarr,twisting-nether,eu,current,Windrunner Spire,WS,5,5,1,1,0,2026-03-25T18:50:39.000Z,5,230.0,true,1065532,1980999,2026-03-25T18:50:39.000Z,https://raider.io/mythic-plus-runs/season-mn-1/599894-5-windrunner-spire
Bpd,twisting-nether,eu,current,Magisters' Terrace,MT,10,10,1,1,0,2026-03-25T23:17:23.000Z,10,321.2,true,1975562,2040999,2026-03-25T23:17:23.000Z,https://raider.io/mythic-plus-runs/season-mn-1/781456-10-magisters-terrace
Lunasnow,twisting-nether,eu,current,Windrunner Spire,WS,11,11,1,1,0,2026-04-07T19:42:54.000Z,11,348.5,true,1270278,1980999,2026-04-07T19:42:54.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8702228-11-windrunner-spire
Dorathy,twisting-nether,eu,current,Nexus-Point Xenas,NPX,16,16,2,2,0,2026-04-17T17:04:10.000Z,16,427.8,true,1668733,1800999,2026-04-17T17:04:10.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13754122-16-nexuspoint-xenas
Graviity,twisting-nether,eu,current,Pit of Saron,POS,10,10,2,2,0,2026-04-14T17:59:18.000Z,10,331.3,true,1256040,1800999,2026-04-13T19:38:15.000Z,https://raider.io/mythic-plus-runs/season-mn-1/12069218-10-pit-of-saron
Smonkste,twisting-nether,eu,current,Magisters' Terrace,MT,13,13,2,2,0,2026-04-18T15:15:13.000Z,13,385.1,true,1762484,2040999,2026-04-18T15:15:13.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14251932-13-magisters-terrace
Pixls,twisting-nether,eu,current,Skyreach,SR,10,10,1,1,0,2026-04-04T21:36:32.000Z,10,332.3,true,1131002,1680999,2026-04-04T21:36:32.000Z,https://raider.io/mythic-plus-runs/season-mn-1/7147788-10-skyreach
Sebaheoung,twisting-nether,eu,current,Skyreach,SR,12,12,1,1,0,2026-04-17T15:52:47.000Z,12,380.0,true,925649,1680999,2026-04-17T15:52:47.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13747416-12-skyreach
Sprutpesset,twisting-nether,eu,current,Seat of the Triumvirate,SEAT,14,14,3,3,0,2026-04-11T18:51:36.000Z,14,403.5,true,1576825,2040999,2026-04-11T18:51:36.000Z,https://raider.io/mythic-plus-runs/season-mn-1/11074178-14-seat-of-the-triumvirate
Budgetgoku,twisting-nether,eu,current,Seat of the Triumvirate,SEAT,11,11,1,1,0,2026-04-13T08:44:53.000Z,11,344.2,true,1540202,2040999,2026-04-13T08:44:53.000Z,https://raider.io/mythic-plus-runs/season-mn-1/11732293-11-seat-of-the-triumvirate
Selthiel,ravencrest,eu,current,Magisters' Terrace,MT,15,15,2,1,1,2026-04-16T21:41:07.000Z,15,416.9,true,1665503,2040999,2026-04-16T21:41:07.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13412047-15-magisters-terrace
Selthiel,ravencrest,eu,current,Maisara Caverns,MC,16,16,2,2,0,2026-04-18T17:19:16.000Z,16,428.8,true,1779471,1980999,2026-04-18T17:19:16.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14479227-16-maisara-caverns
Hawktwarr,twisting-nether,eu,current,Magisters' Terrace,MT,4,4,1,1,0,2026-03-26T00:05:15.000Z,4,194.7,true,1512287,2040999,2026-03-26T00:05:15.000Z,https://raider.io/mythic-plus-runs/season-mn-1/848775-4-magisters-terrace
Lunasnow,twisting-nether,eu,current,Maisara Caverns,MC,10,10,1,1,0,2026-03-31T19:49:30.000Z,10,333.0,true,1293325,1980999,2026-03-31T19:49:30.000Z,https://raider.io/mythic-plus-runs/season-mn-1/5167836-10-maisara-caverns
Jadsbrew,twisting-nether,eu,current,Skyreach,SR,5,5,1,1,0,2026-03-29T16:09:43.000Z,5,230.0,true,818031,1680999,2026-03-29T16:09:43.000Z,https://raider.io/mythic-plus-runs/season-mn-1/3813092-5-skyreach
Jointsuckerr,twisting-nether,eu,current,Windrunner Spire,WS,15,15,3,3,0,2026-04-15T13:54:05.000Z,15,412.9,true,1830083,1980999,2026-04-15T13:54:05.000Z,https://raider.io/mythic-plus-runs/season-mn-1/12705115-15-windrunner-spire
Zalris,ravencrest,eu,current,Magisters' Terrace,MT,9,9,1,1,0,2026-04-04T21:59:56.000Z,9,298.8,true,1562958,2040999,2026-04-04T21:59:56.000Z,https://raider.io/mythic-plus-runs/season-mn-1/7199132-9-magisters-terrace
Bileplume,twisting-nether,eu,current,Seat of the Triumvirate,SEAT,12,12,2,2,0,2026-04-16T21:43:36.000Z,12,370.9,true,1718532,2040999,2026-04-07T16:58:44.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8599190-12-seat-of-the-triumvirate
Aypeross,twisting-nether,eu,current,Windrunner Spire,WS,14,14,4,4,0,2026-04-19T17:34:38.000Z,14,396.2,true,1915737,1980999,2026-04-19T17:34:38.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14954334-14-windrunner-spire
Selthiel,ravencrest,eu,current,Algeth'ar Academy,AA,14,14,1,1,0,2026-04-14T21:55:32.000Z,14,400.9,true,1517611,1800999,2026-04-14T21:55:32.000Z,https://raider.io/mythic-plus-runs/season-mn-1/12476384-14-algethar-academy
Bileplume,twisting-nether,eu,current,Algeth'ar Academy,AA,11,11,2,2,0,2026-04-15T00:17:03.000Z,11,342.9,true,1421498,1800999,2026-04-09T13:38:24.000Z,https://raider.io/mythic-plus-runs/season-mn-1/9547191-11-algethar-academy
Yevie,twisting-nether,eu,current,Maisara Caverns,MC,10,10,2,2,0,2026-04-18T15:42:44.000Z,10,331.2,true,1387431,1980999,2026-04-18T15:42:44.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14631876-10-maisara-caverns
Bileplume,twisting-nether,eu,current,Windrunner Spire,WS,10,10,1,1,0,2026-04-16T20:49:50.000Z,10,334.2,true,1228282,1980999,2026-04-16T20:49:50.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13416437-10-windrunner-spire
Karllia,argent-dawn,eu,current,Windrunner Spire,WS,13,13,1,1,0,2026-04-11T11:50:21.000Z,13,387.2,true,1599823,1980999,2026-04-11T11:50:21.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10599686-13-windrunner-spire
Lasermemes,twisting-nether,eu,current,Maisara Caverns,MC,10,10,3,3,0,2026-04-18T00:27:36.000Z,10,333.6,true,1264339,1980999,2026-04-18T00:27:36.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13975999-10-maisara-caverns
Temitiri,twisting-nether,eu,current,Magisters' Terrace,MT,2,2,1,1,0,2026-04-18T16:25:19.000Z,2,160.1,true,1761466,2040999,2026-04-18T16:25:19.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14350364-2-magisters-terrace
Skyhanter,twisting-nether,eu,current,Maisara Caverns,MC,14,14,1,1,0,2026-04-16T18:02:33.000Z,14,398.3,true,1805736,1980999,2026-04-16T18:02:33.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13299931-14-maisara-caverns
Yeroshj,twisting-nether,eu,current,Skyreach,SR,15,15,1,1,0,2026-04-08T10:41:11.000Z,15,414.8,true,1464261,1680999,2026-04-08T10:41:11.000Z,https://raider.io/mythic-plus-runs/season-mn-1/9051035-15-skyreach
Lenus,twisting-nether,eu,current,Nexus-Point Xenas,NPX,11,11,1,1,0,2026-04-07T18:31:39.000Z,11,342.3,true,1448804,1800999,2026-04-07T18:31:39.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8674169-11-nexuspoint-xenas
Axonea,twisting-nether,eu,current,Algeth'ar Academy,AA,10,10,2,2,0,2026-04-06T15:57:25.000Z,10,333.4,true,1158183,1800999,2026-04-06T15:57:25.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8428280-10-algethar-academy
Bigboiples,twisting-nether,eu,current,Nexus-Point Xenas,NPX,13,13,2,2,0,2026-04-13T16:51:03.000Z,13,386.1,true,1508490,1800999,2026-04-08T17:21:43.000Z,https://raider.io/mythic-plus-runs/season-mn-1/9104034-13-nexuspoint-xenas
Karllia,argent-dawn,eu,current,Algeth'ar Academy,AA,13,13,3,3,0,2026-04-12T12:53:00.000Z,13,385.2,true,1549084,1800999,2026-04-06T21:45:01.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8424666-13-algethar-academy
Sprutpesset,twisting-nether,eu,current,Nexus-Point Xenas,NPX,15,15,1,1,0,2026-04-12T19:50:56.000Z,15,412.2,true,1694503,1800999,2026-04-12T19:50:56.000Z,https://raider.io/mythic-plus-runs/season-mn-1/11434361-15-nexuspoint-xenas
Jadsrune,twisting-nether,eu,current,Nexus-Point Xenas,NPX,13,13,1,1,0,2026-04-08T13:59:45.000Z,13,387.6,true,1433742,1800999,2026-04-08T13:59:45.000Z,https://raider.io/mythic-plus-runs/season-mn-1/9007320-13-nexuspoint-xenas
Yevie,twisting-nether,eu,current,Algeth'ar Academy,AA,11,11,1,1,0,2026-03-28T14:46:32.000Z,11,335.0,true,1799850,1800999,2026-03-28T14:46:32.000Z,https://raider.io/mythic-plus-runs/season-mn-1/2825239-11-algethar-academy
Bpd,twisting-nether,eu,current,Windrunner Spire,WS,10,10,1,1,0,2026-03-26T00:00:10.000Z,10,331.0,true,1397436,1980999,2026-03-26T00:00:10.000Z,https://raider.io/mythic-plus-runs/season-mn-1/781447-10-windrunner-spire
Disorders,twisting-nether,eu,current,Windrunner Spire,WS,10,10,1,1,0,2026-04-16T20:43:38.000Z,10,328.7,true,1521011,1980999,2026-04-16T20:43:38.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13439619-10-windrunner-spire
Lenus,twisting-nether,eu,current,Windrunner Spire,WS,10,10,1,1,0,2026-04-07T17:57:55.000Z,10,332.1,true,1342401,1980999,2026-04-07T17:57:55.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8678004-10-windrunner-spire
Zren,ravencrest,eu,current,Magisters' Terrace,MT,13,13,2,2,0,2026-04-16T16:05:35.000Z,13,383.5,true,1849980,2040999,2026-04-11T16:16:23.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10692769-13-magisters-terrace
Dorathy,twisting-nether,eu,current,Windrunner Spire,WS,16,16,2,2,0,2026-04-16T09:29:10.000Z,16,427.1,true,1871663,1980999,2026-04-15T14:07:56.000Z,https://raider.io/mythic-plus-runs/season-mn-1/12708778-16-windrunner-spire
Soupetard,twisting-nether,eu,current,Magisters' Terrace,MT,2,2,1,1,0,2026-04-04T16:58:39.000Z,2,164.7,true,1512219,2040999,2026-04-04T16:58:39.000Z,https://raider.io/mythic-plus-runs/season-mn-1/7113435-2-magisters-terrace
Jointsuckerr,twisting-nether,eu,current,Seat of the Triumvirate,SEAT,16,14,2,1,1,2026-04-19T19:45:28.000Z,14,397.7,true,1895589,2040999,2026-04-05T18:48:46.000Z,https://raider.io/mythic-plus-runs/season-mn-1/7657546-14-seat-of-the-triumvirate
Jadsrune,twisting-nether,eu,current,Magisters' Terrace,MT,13,13,2,2,0,2026-04-08T11:57:29.000Z,13,382.7,true,1891454,2040999,2026-04-08T11:57:29.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8956269-13-magisters-terrace
Estrogel,twisting-nether,eu,current,Pit of Saron,POS,12,12,4,3,1,2026-04-14T22:17:12.000Z,12,374.0,true,1371072,1800999,2026-04-11T12:18:19.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10996337-12-pit-of-saron
Garsias,tarren-mill,eu,current,Windrunner Spire,WS,11,11,5,5,0,2026-04-11T22:55:39.000Z,11,347.9,true,1302162,1980999,2026-04-10T22:47:32.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10335618-11-windrunner-spire
Jadsrune,twisting-nether,eu,current,Skyreach,SR,12,12,1,1,0,2026-04-11T13:20:46.000Z,12,374.5,true,1256563,1680999,2026-04-11T13:20:46.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10988235-12-skyreach
Jointsuckerr,twisting-nether,eu,current,Magisters' Terrace,MT,15,15,2,2,0,2026-04-16T00:21:10.000Z,15,415.1,true,1765007,2040999,2026-04-16T00:21:10.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13013136-15-magisters-terrace
Aypeross,twisting-nether,eu,current,Magisters' Terrace,MT,15,15,3,3,0,2026-04-18T16:10:44.000Z,15,412.3,true,1916785,2040999,2026-04-17T15:15:40.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13692572-15-magisters-terrace
Yearning,twisting-nether,eu,current,Seat of the Triumvirate,SEAT,10,10,1,1,0,2026-03-27T12:33:24.000Z,10,335.0,true,1174364,2040999,2026-03-27T12:33:24.000Z,https://raider.io/mythic-plus-runs/season-mn-1/1708923-10-seat-of-the-triumvirate
Bigboiples,twisting-nether,eu,current,Maisara Caverns,MC,13,13,1,1,0,2026-04-10T14:46:21.000Z,13,385.9,true,1667374,1980999,2026-04-10T14:46:21.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10056624-13-maisara-caverns
Mægisk,twisting-nether,eu,current,Algeth'ar Academy,AA,10,10,1,1,0,2026-04-18T22:28:42.000Z,10,328.9,true,1372651,1800999,2026-04-18T22:28:42.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14501879-10-algethar-academy
Alexiamae,twisting-nether,eu,current,Algeth'ar Academy,AA,10,10,1,1,0,2026-04-03T18:48:58.000Z,10,333.4,true,1159480,1800999,2026-04-03T18:48:58.000Z,https://raider.io/mythic-plus-runs/season-mn-1/7449485-10-algethar-academy
Typ,ravencrest,eu,current,Magisters' Terrace,MT,15,15,2,1,1,2026-04-16T21:41:07.000Z,15,416.9,true,1665503,2040999,2026-04-16T21:41:07.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13412047-15-magisters-terrace
Badraider,twisting-nether,eu,current,Maisara Caverns,MC,10,10,1,1,0,2026-04-11T17:17:14.000Z,10,329.7,true,1470825,1980999,2026-04-11T17:17:14.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10809373-10-maisara-caverns
Mleko,twisting-nether,eu,current,Nexus-Point Xenas,NPX,11,11,8,8,0,2026-04-11T20:58:13.000Z,11,344.7,true,1332774,1800999,2026-04-11T19:20:18.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10806586-11-nexuspoint-xenas
Selthiel,ravencrest,eu,current,Seat of the Triumvirate,SEAT,16,16,3,2,1,2026-04-18T21:36:39.000Z,16,428.8,true,1832922,2040999,2026-04-18T21:36:39.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14479250-16-seat-of-the-triumvirate
Budgetgoku,twisting-nether,eu,current,Nexus-Point Xenas,NPX,13,13,4,4,0,2026-04-19T15:43:15.000Z,13,386.9,true,1468338,1800999,2026-04-01T22:33:41.000Z,https://raider.io/mythic-plus-runs/season-mn-1/5528319-13-nexuspoint-xenas
Budgetgoku,twisting-nether,eu,current,Windrunner Spire,WS,12,12,1,1,0,2026-04-01T22:01:34.000Z,12,375.0,true,1451559,1980999,2026-04-01T22:01:34.000Z,https://raider.io/mythic-plus-runs/season-mn-1/5518485-12-windrunner-spire
Rivey,defias-brotherhood,eu,current,Nexus-Point Xenas,NPX,13,13,3,3,0,2026-04-15T17:14:58.000Z,13,387.8,true,1428127,1800999,2026-04-15T17:14:58.000Z,https://raider.io/mythic-plus-runs/season-mn-1/12808162-13-nexuspoint-xenas
Estrogel,twisting-nether,eu,current,Skyreach,SR,14,14,3,3,0,2026-04-19T21:59:55.000Z,14,403.5,true,1301848,1680999,2026-04-19T21:59:55.000Z,https://raider.io/mythic-plus-runs/season-mn-1/15069083-14-skyreach
Sprutpesset,twisting-nether,eu,current,Maisara Caverns,MC,14,14,1,1,0,2026-04-09T18:21:53.000Z,14,401.1,true,1658617,1980999,2026-04-09T18:21:53.000Z,https://raider.io/mythic-plus-runs/season-mn-1/9674938-14-maisara-caverns
Yearning,twisting-nether,eu,current,Maisara Caverns,MC,10,10,1,1,0,2026-03-31T19:49:30.000Z,10,333.0,true,1293325,1980999,2026-03-31T19:49:30.000Z,https://raider.io/mythic-plus-runs/season-mn-1/5167836-10-maisara-caverns
Aypeross,twisting-nether,eu,current,Pit of Saron,POS,14,14,3,3,0,2026-04-18T15:01:50.000Z,14,395.0,true,1799537,1800999,2026-04-17T01:34:33.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13464591-14-pit-of-saron
Zalris,ravencrest,eu,current,Algeth'ar Academy,AA,2,2,1,1,0,2026-03-31T15:04:48.000Z,2,170.0,true,1053399,1800999,2026-03-31T15:04:48.000Z,https://raider.io/mythic-plus-runs/season-mn-1/4806537-2-algethar-academy
Karllia,argent-dawn,eu,current,Maisara Caverns,MC,12,12,1,1,0,2026-04-04T22:55:12.000Z,12,372.5,true,1587047,1980999,2026-04-04T22:55:12.000Z,https://raider.io/mythic-plus-runs/season-mn-1/7587345-12-maisara-caverns
Pompqmoi,twisting-nether,eu,current,Pit of Saron,POS,14,14,5,5,0,2026-04-14T20:42:02.000Z,14,395.2,true,1793459,1800999,2026-04-06T23:15:47.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8291554-14-pit-of-saron
Jumzo,sylvanas,eu,current,Algeth'ar Academy,AA,13,13,2,2,0,2026-04-15T15:34:30.000Z,13,385.2,true,1549084,1800999,2026-04-06T21:45:01.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8424666-13-algethar-academy
Mechka,twisting-nether,eu,current,Windrunner Spire,WS,12,12,3,3,0,2026-04-18T21:57:37.000Z,12,368.9,true,1772527,1980999,2026-04-16T21:43:44.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13421591-12-windrunner-spire
Zrenak,ravencrest,eu,current,Pit of Saron,POS,5,5,1,1,0,2026-04-03T21:16:46.000Z,5,228.5,true,1151081,1800999,2026-04-03T21:16:46.000Z,https://raider.io/mythic-plus-runs/season-mn-1/6598907-5-pit-of-saron
Lunasnow,twisting-nether,eu,current,Seat of the Triumvirate,SEAT,9,9,1,1,0,2026-03-25T14:26:44.000Z,9,301.0,true,1440551,2040999,2026-03-25T14:26:44.000Z,https://raider.io/mythic-plus-runs/season-mn-1/483956-9-seat-of-the-triumvirate
Socialqs,twisting-nether,eu,current,Pit of Saron,POS,8,8,1,1,0,2026-04-19T13:37:05.000Z,8,284.4,true,1350850,1800999,2026-04-19T13:37:05.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14839922-8-pit-of-saron
Yeroshj,twisting-nether,eu,current,Maisara Caverns,MC,15,15,2,2,0,2026-04-07T14:06:05.000Z,15,410.3,true,1965654,1980999,2026-04-07T14:06:05.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8548669-15-maisara-caverns
Hobbyalkis,twisting-nether,eu,current,Maisara Caverns,MC,12,12,1,1,0,2026-04-04T22:55:12.000Z,12,372.5,true,1587047,1980999,2026-04-04T22:55:12.000Z,https://raider.io/mythic-plus-runs/season-mn-1/7587345-12-maisara-caverns
Badraider,twisting-nether,eu,current,Windrunner Spire,WS,11,11,2,2,0,2026-04-14T19:26:48.000Z,11,346.9,true,1353690,1980999,2026-04-14T19:26:48.000Z,https://raider.io/mythic-plus-runs/season-mn-1/12442350-11-windrunner-spire
Bileplume,twisting-nether,eu,current,Maisara Caverns,MC,10,10,1,1,0,2026-04-09T14:51:43.000Z,10,328.3,true,1541772,1980999,2026-04-09T14:51:43.000Z,https://raider.io/mythic-plus-runs/season-mn-1/9546733-10-maisara-caverns
Dorathy,twisting-nether,eu,current,Seat of the Triumvirate,SEAT,16,16,1,1,0,2026-04-17T20:58:01.000Z,16,426.2,true,1978022,2040999,2026-04-17T20:58:01.000Z,https://raider.io/mythic-plus-runs/season-mn-1/13886970-16-seat-of-the-triumvirate
Budgetgoku,twisting-nether,eu,current,Maisara Caverns,MC,13,13,2,2,0,2026-04-14T21:54:03.000Z,13,385.5,true,1688667,1980999,2026-04-14T21:54:03.000Z,https://raider.io/mythic-plus-runs/season-mn-1/12592369-13-maisara-caverns
Yeroshj,twisting-nether,eu,current,Nexus-Point Xenas,NPX,15,15,1,1,0,2026-04-09T19:20:37.000Z,15,414.8,true,1569989,1800999,2026-04-09T19:20:37.000Z,https://raider.io/mythic-plus-runs/season-mn-1/9752147-15-nexuspoint-xenas
Jadsrune,twisting-nether,eu,current,Seat of the Triumvirate,SEAT,13,13,1,1,0,2026-04-08T13:14:49.000Z,13,386.7,true,1674281,2040999,2026-04-08T13:14:49.000Z,https://raider.io/mythic-plus-runs/season-mn-1/9000188-13-seat-of-the-triumvirate
Wiskers,twisting-nether,eu,current,Magisters' Terrace,MT,4,4,1,1,0,2026-04-12T13:50:28.000Z,4,198.8,true,1291485,2040999,2026-04-12T13:50:28.000Z,https://raider.io/mythic-plus-runs/season-mn-1/11189737-4-magisters-terrace
Mleko,twisting-nether,eu,current,Skyreach,SR,10,10,1,1,0,2026-04-11T20:07:24.000Z,10,334.9,true,1015041,1680999,2026-04-11T20:07:24.000Z,https://raider.io/mythic-plus-runs/season-mn-1/10899685-10-skyreach
Mleko,twisting-nether,eu,current,Maisara Caverns,MC,9,9,1,1,0,2026-04-02T18:12:18.000Z,9,300.0,true,1453645,1980999,2026-04-02T18:12:18.000Z,https://raider.io/mythic-plus-runs/season-mn-1/6166886-9-maisara-caverns
Zrenak,ravencrest,eu,current,Nexus-Point Xenas,NPX,2,2,1,1,0,2026-04-03T19:44:54.000Z,2,170.0,true,1050042,1800999,2026-04-03T19:44:54.000Z,https://raider.io/mythic-plus-runs/season-mn-1/6598924-2-nexuspoint-xenas
Wiskers,twisting-nether,eu,current,Nexus-Point Xenas,NPX,5,5,1,1,0,2026-04-12T15:50:56.000Z,5,229.7,true,1095733,1800999,2026-04-12T15:50:56.000Z,https://raider.io/mythic-plus-runs/season-mn-1/11283578-5-nexuspoint-xenas
Mechka,twisting-nether,eu,current,Maisara Caverns,MC,10,10,2,2,0,2026-04-18T09:52:51.000Z,10,331.8,true,1360031,1980999,2026-04-12T15:18:47.000Z,https://raider.io/mythic-plus-runs/season-mn-1/11222107-10-maisara-caverns
Yevie,twisting-nether,eu,current,Windrunner Spire,WS,10,10,2,2,0,2026-04-14T20:09:19.000Z,10,333.1,true,1290632,1980999,2026-03-31T21:13:57.000Z,https://raider.io/mythic-plus-runs/season-mn-1/5167890-10-windrunner-spire
Alexiamae,twisting-nether,eu,current,Magisters' Terrace,MT,10,10,1,1,0,2026-04-05T13:35:14.000Z,10,335.0,true,1223280,2040999,2026-04-05T13:35:14.000Z,https://raider.io/mythic-plus-runs/season-mn-1/7486060-10-magisters-terrace
Jayjar,silvermoon,eu,current,Nexus-Point Xenas,NPX,10,9,3,2,1,2026-03-26T21:33:09.000Z,9,299.9,true,1325364,1800999,2026-03-25T20:32:11.000Z,https://raider.io/mythic-plus-runs/season-mn-1/748521-9-nexuspoint-xenas
Zren,ravencrest,eu,current,Maisara Caverns,MC,12,12,1,1,0,2026-04-14T20:24:49.000Z,12,367.0,true,1874669,1980999,2026-04-14T20:24:49.000Z,https://raider.io/mythic-plus-runs/season-mn-1/12614516-12-maisara-caverns
Bileplume,twisting-nether,eu,current,Nexus-Point Xenas,NPX,10,10,1,1,0,2026-04-09T12:04:24.000Z,10,330.8,true,1280254,1800999,2026-04-09T12:04:24.000Z,https://raider.io/mythic-plus-runs/season-mn-1/9639820-10-nexuspoint-xenas
Bpd,twisting-nether,eu,current,Nexus-Point Xenas,NPX,10,10,2,2,0,2026-03-27T00:05:51.000Z,10,327.2,true,1456820,1800999,2026-03-27T00:05:51.000Z,https://raider.io/mythic-plus-runs/season-mn-1/1412870-10-nexuspoint-xenas
Typ,ravencrest,eu,current,Seat of the Triumvirate,SEAT,16,16,2,2,0,2026-04-18T21:36:39.000Z,16,428.8,true,1832922,2040999,2026-04-18T21:36:39.000Z,https://raider.io/mythic-plus-runs/season-mn-1/14479250-16-seat-of-the-triumvirate
